name,country,follower_count,products,shopid,ctime,rating_normal,rating_bad,rating_good,item_count,rating_star,shop_location,response_time,response_rate
Ai Bei Court,VN,198,993,834594434,1659693738,1,0,41,993,4.928571,Quốc Tế,3674.0,99
Linh Store910,VN,42308,143,47420923,1512981098,872,336,12253,143,4.67324,Hà Nội,12913.0,92
NHÀ CỦA GIUN,VN,374,64,10387678,1474972948,1,0,38,64,4.921053,Quảng Ngãi,4645.0,98
Montana Clothing,VN,28253,23,142173349,1556171283,327,96,7875,23,4.797709,TP. Hồ Chí Minh,11823.0,76
order_quangc,VN,13637,73,243285604,1586430482,86,25,2799,73,4.838148,Hà Nội,11356.0,70
Unisex Hà Nội,VN,2372,183,650012215,1641657647,7,2,149,183,4.78481,Hà Nội,2176.0,99
mentalboss.official,VN,3283,65,65821359,1524141468,18,5,448,65,4.795506,TP. Hồ Chí Minh,4546.0,94
pongshop,VN,56139,224,235589828,1584084713,178,70,2792,224,4.698852,TP. Hồ Chí Minh,9701.0,92
meishangfu.vn,VN,4145,393,837671126,1660012521,18,12,87,393,4.17094,Quốc Tế,6303.0,94
chipmunk_bebe,VN,186,31,16484343,1486881951,0,0,13,31,5.0,Hà Nội,1669.0,69
L'allée,VN,16232,99,807402114,1656655298,42,48,1778,99,4.782317,Hà Nội,2135.0,95
Xưởng may VNXK Trân Trân.,VN,5624,76,278451111,1593158939,56,16,2880,76,4.896743,TP. Hồ Chí Minh,15573.0,68
EL Nino Store,VN,882,27,555048786,1633419250,27,8,378,27,4.694581,Hà Nội,1386.0,100
Shopmens HN,VN,43475,226,69329517,1526217621,765,625,16347,226,4.618049,Hà Nội,5885.0,49
Fany® Official Store,VN,390,102,156586728,1560954844,0,1,463,102,4.969095,TP. Hồ Chí Minh,3557.0,48
ttshopgiare,VN,39157,435,48322160,1513350098,742,238,19285,435,4.805167,TP. Hồ Chí Minh,3782.0,97
minhtam1408,VN,28595,474,38903681,1508073035,82,41,2442,474,4.831292,TP. Hồ Chí Minh,12273.0,29
thaituyenbi,VN,8888,336,190737631,1571739178,38,14,1036,336,4.831793,Hà Nội,16143.0,64
SHOP ÁO GAME VIP,VN,113,2118,371224766,1610333226,7,9,142,2118,4.46087,Hà Nội,16026.0,8
IAMCOCO,VN,18242,205,295347869,1597116988,28,7,958,205,4.874112,TP. Hồ Chí Minh,6658.0,93
Meo Unisex,VN,13365,219,35615067,1505994568,112,68,3741,219,4.811198,TP. Hồ Chí Minh,4323.0,99
Toudnow.Studio,VN,586,5,882778215,1665670505,0,0,6,5,5.0,Hà Nội,4058.0,1
heyyou068,VN,124,8,869717746,1663923497,1,1,8,8,4.4,Hà Nội,16701.0,42
saigon_he,VN,1601,143,275090870,1592316495,129,100,2612,143,4.699349,TP. Hồ Chí Minh,7218.0,96
WHXYQH.vn,VN,10477,331,713300941,1646966383,48,36,758,331,4.613095,Quốc Tế,11892.0,52
mymyshopzz,VN,9690,158,143508620,1556595743,59,29,2035,158,4.835643,Hà Nội,1934.0,89
avaler1309,VN,472,210,53170901,1516421726,14,10,544,210,4.863309,Hà Nam,,3
Pik Rui Office,VN,32644,115,49800273,1514275747,411,230,7791,115,4.718908,TP. Hồ Chí Minh,13789.0,82
MoonShop - VNXK & Quảng Châu,VN,14439,210,9644771,1473146486,29,11,2428,210,4.938436,Thái Bình,5366.0,83
22.Tidiclothing,VN,96097,405,118103415,1546494762,61,9,7601,405,4.957162,Bình Dương,15034.0,82
notbadchoice,VN,3832,125,300098523,1598158278,23,8,906,125,4.848975,TP. Hồ Chí Minh,11880.0,71
z99_store,VN,295,11,688659048,1644908159,6,4,126,11,4.721805,TP. Hồ Chí Minh,,57
Eloise Shop,VN,6033,36,80361863,1532144449,16,11,519,36,4.799263,Hà Nội,7103.0,91
new33879.vn,VN,13,452,734699426,1648650805,0,0,22,452,4.909091,Quốc Tế,6550.0,45
adames.vn,VN,2485,6710,455324222,1622431738,28,28,1219,6710,4.828829,Quốc Tế,8.0,99
1996 STORE'S,VN,9731,661,235571704,1584080741,106,58,1235,661,4.59058,Thái Nguyên,4481.0,89
Thời trang Anh Beo,VN,627,23,26147443,1498098674,0,0,53,23,4.981132,Nam Định,1888.0,50
Honglinhtran (Hàng Úc Đi Air),VN,300,131,13753535,1481622488,3,1,242,131,4.939914,Hà Nội,3004.0,84
lihongxia123.vn,VN,549,1180,768374274,1652178085,4,2,44,1180,4.612245,Quốc Tế,10208.0,89
❀Lemonningmeng❀,VN,100746,1673,286270805,1594991914,783,452,15009,1673,4.723462,Quốc Tế,16184.0,71
Quyn store,VN,23039,484,686755687,1644745499,263,58,4490,484,4.7634,Hà Nội,11331.0,88
Phomaisayshi / Clothes & more,VN,8631,29,70575441,1526921714,2,1,643,29,4.971743,Hà Nội,14082.0,48
B52.STORE - Áo Len Nam,VN,12955,59,202501645,1574560931,55,28,1253,59,4.777692,Hà Nội,11933.0,90
daisies.studio,VN,36007,548,391021741,1613898777,66,27,5003,548,4.926406,Đà Nẵng,2356.0,99
Ruby Shop CT,VN,6047,138,296644508,1597394556,10,0,1560,138,4.976253,Cần Thơ,5382.0,89
Orange Closet,VN,14057,148,721266226,1647571817,100,27,5373,148,4.893182,Hà Nội,5945.0,99
Kho Sỉ Hàng Xuất Dư,VN,13485,1369,16850384,1487526728,103,54,5058,1369,4.889048,Kiên Giang,10374.0,77
KAZY STUDIOS - Thời trang nữ ,VN,6441,53,737292811,1648918170,44,17,1451,53,4.834887,Hà Nội,8182.0,94
PERFEXT,VN,1947,26,546828511,1632547902,10,2,342,26,4.866071,TP. Hồ Chí Minh,2557.0,97
TIỆM NHÀ HERI,VN,3016,121,66650192,1524629811,7,0,566,121,4.970315,TP. Hồ Chí Minh,5342.0,93
LAVUBA,VN,2117,37,442427544,1620827661,8,2,905,37,4.935279,Hà Nội,4179.0,92
Bananashopz,VN,606,10,730927975,1648303980,4,1,94,10,4.838384,Hà Nội,12120.0,7
cloudy.order,VN,1718,24,463352539,1623260071,0,1,181,24,4.93956,Cần Thơ,1772.0,100
Bigsize Hanu ,VN,4432,192,194711657,1572777033,20,4,649,192,4.863363,Hà Nội,3782.0,87
MENFIT OFFICIAL ,VN,69178,206,166358215,1564372467,15,14,2220,206,4.933612,TP. Hồ Chí Minh,6815.0,93
ulzzanggirl.vn,VN,1810,298,86690178,1535467533,2,1,76,298,4.848101,Hà Nội,2021.0,83
ShopCandyBB,VN,3552,339,14921754,1484006732,59,9,3126,339,4.904685,TP. Hồ Chí Minh,8322.0,86
Min shopp,VN,2945,228,18111660,1489393545,12,5,975,228,4.92418,Hà Nội,4123.0,96
Donna_closet,VN,3233,51,838912135,1660144416,1,0,91,51,4.956522,Hà Nội,7317.0,100
MISSOUT,VN,442208,56,80102701,1531999318,1335,488,56923,56,4.874074,TP. Hồ Chí Minh,1999.0,100
jennynguyenshop2018,VN,6036,148,188272308,1571023848,23,5,1937,148,4.938442,Bình Dương,12312.0,61
Cheap sales,VN,584,624,411601572,1616838819,56,35,943,624,4.6765,Hà Nội,6656.0,92
Store-XuanQuy,VN,10035,33,261640357,1589364818,8,7,82,33,4.378947,Nam Định,2936.0,60
sezomall.vn,VN,121834,1704,415356045,1617341349,770,449,19833,1704,4.793953,Quốc Tế,11661.0,89
Dragonbyboi - DGB,VN,60598,40,148023117,1558083176,190,47,8528,40,4.887635,TP. Hồ Chí Minh,11794.0,77
Idol style store,VN,43396,1191,90444707,1536853777,269,78,5792,1191,4.785086,Hà Nội,4580.0,89
EVA 2020,VN,23298,113,231522499,1582882661,79,23,3675,113,4.893447,TP. Hồ Chí Minh,12304.0,86
TeeHolic - Áo Thun Unisex,VN,76170,187,8834940,1470975417,103,24,8296,187,4.931451,TP. Hồ Chí Minh,3507.0,96
KIZI CIZY,VN,16314,68,212526197,1576859599,110,35,8913,68,4.942588,Lào Cai,8175.0,42
Thời trang Teens Unisex,VN,3175,329,314058614,1600967495,32,34,312,329,4.385027,Hà Nội,15516.0,55
Partiality,VN,7,271,842956175,1660644215,0,0,13,271,4.846154,Quốc Tế,14451.0,65
VIETGANGZ BROTHERHOOD,VN,17122,211,368644420,1609901263,40,19,1747,211,4.881006,TP. Hồ Chí Minh,13343.0,45
Uni Baby ,VN,9412,154,695634809,1645512089,15,5,1635,154,4.94821,TP. Hồ Chí Minh,1546.0,94
Shopthoitrang057,VN,47,29,294324532,1596888675,3,3,326,29,4.803571,Hà Nội,3140.0,96
Pure18.vn,VN,1327,1355,829208738,1659064135,7,5,147,1355,4.712418,Quốc Tế,15603.0,42
RS Children's Clothing Store,VN,1233,1169,798391552,1655618975,1,3,108,1169,4.801802,Quốc Tế,3698.0,97
SIRO7_OFFICAL,VN,2268,18,691163436,1645110579,15,7,243,18,4.645933,Hà Nội,12153.0,45
Izabels Authentic,VN,5366,261,10820284,1475949827,24,8,2254,261,4.9396,Hà Nội,9388.0,23
Thời Trang Uniex,VN,14213,94,132368975,1552190904,228,71,6385,94,4.808824,Hà Nội,2746.0,98
MAXX SPORT,VN,2437,78,494639155,1626923508,61,51,813,78,4.563842,Hà Nội,2961.0,80
ShopSaiGonMen,VN,22650,82,18401770,1489756720,190,111,5159,82,4.775393,TP. Hồ Chí Minh,16299.0,50
MAISON DE MAS,VN,5077,80,410405475,1616671440,14,2,1317,80,4.953893,TP. Hồ Chí Minh,3567.0,96
FFStore,VN,51102,268,195271254,1572925073,265,67,16225,268,4.913936,TP. Hồ Chí Minh,7792.0,99
Forever WithLove,VN,858,24,252551583,1587490905,2,0,123,24,4.936,TP. Hồ Chí Minh,2745.0,96
Ice women's blouse T shirt.vn,VN,716,930,765331444,1651831545,14,4,91,930,4.466667,Quốc Tế,16792.0,60
Búp hehe,VN,1753,239,295029533,1597045150,5,3,341,239,4.902077,TP. Hồ Chí Minh,3226.0,76
Tiệm nhà Rin,VN,136,52,681136769,1644299093,0,0,21,52,4.952381,Quảng Ngãi,9170.0,81
childlikeinnocence.vn,VN,818,250,864507103,1663226350,1,1,19,250,4.619048,Quốc Tế,6783.0,85
Kho Áo Anh Ba,VN,6420,66,602600599,1637804958,0,0,29,66,5.0,Đắk Lắk,5950.0,82
Áo Thun nam LIYOR,VN,61437,293,27174606,1499396085,527,193,25432,293,4.884456,TP. Hồ Chí Minh,2281.0,98
Baby Teeth,VN,22086,37,466691142,1623662360,52,16,2010,37,4.870781,TP. Hồ Chí Minh,4456.0,91
T-Ju Street Style,VN,19937,170,307118103,1599621171,68,19,3788,170,4.914353,Hà Nội,12974.0,86
zhikuang.vn,VN,13663,2786,301605142,1598483776,286,139,5198,2786,4.717104,Quốc Tế,2954.0,79
Shop Trung Niên Ricky Men 2,VN,2657,18,27043928,1499244941,3,14,305,18,4.735016,Bình Dương,2822.0,100
chill.x69,VN,113,8,869043112,1663833100,0,0,13,8,4.923077,Hà Nội,17064.0,12
YAME Dress Design,VN,28827,267,727478545,1648004438,68,23,1750,267,4.796903,Hà Nội,8835.0,80
NK_USPORT,VN,2169,420,202113165,1574422683,6,0,127,420,4.890625,TP. Hồ Chí Minh,6164.0,93
Áo Khoác Thời Trang KVSHOP,VN,160,122,257218971,1588514510,0,0,127,122,4.981982,TP. Hồ Chí Minh,5418.0,98
YOYO BIGSiZE SHOP,VN,12499,341,632464663,1640097668,157,85,2327,341,4.6808,Quốc Tế,6577.0,84
wjamm918.vn,VN,265,648,842225412,1660558245,1,0,43,648,4.818182,Quốc Tế,3962.0,100
NaCha_ Shop,VN,4117,36,605842802,1638069427,14,1,525,36,4.904858,TP. Hồ Chí Minh,6366.0,83
YY women's clothing store,VN,414,610,780817722,1653623632,4,5,37,610,4.282609,Quốc Tế,4525.0,97
QUÀ TẶNG ANIME,VN,480,1928,393369931,1614309267,30,11,446,1928,4.64951,Hà Nội,18146.0,22
ESSENTIALS VIỆT NAM,VN,639,13,628779148,1639769714,15,4,129,13,4.586207,TP. Hồ Chí Minh,7444.0,65
Chang Lian.CB,VN,14602,568,545478633,1632399142,152,106,2019,568,4.59246,Quốc Tế,12329.0,83
An.Di_vnxk,VN,5485,621,55597826,1517887849,6,0,641,621,4.957746,TP. Hồ Chí Minh,3215.0,96
OM DESIGN,VN,13408,126,79569124,1531742124,23,6,713,126,4.841463,Hà Nội,13031.0,84
Hannieshop.vn,VN,42040,120,82995114,1533487094,81,17,3712,120,4.882788,Cần Thơ,13259.0,83
csd.vn,VN,6567,480,80847338,1532395936,131,81,1280,480,4.477673,Quốc Tế,9470.0,85
vyuyen18,VN,585,91,157000857,1561112012,4,3,119,91,4.760331,Sơn La,16290.0,34
Naughty girl.vn,VN,76,434,872435481,1664281775,0,0,1,434,5.0,Quốc Tế,7645.0,93
Magic Mart,VN,1102,508,689495614,1644980484,0,0,11,508,4.909091,TP. Hồ Chí Minh,9840.0,13
Nhà Thỏ Babies,VN,1920,89,292496901,1596529070,5,1,661,89,4.951368,Đà Nẵng,5998.0,71
Goo Store - Chuyên Đồ Phượt,VN,5,12,884287873,1665895936,0,0,109,12,5.0,TP. Hồ Chí Minh,3897.0,91
hangtuohutong2.vn,VN,2169,2181,457137294,1622618324,34,22,1003,2181,4.781369,Quốc Tế,14193.0,81
T 4Men,VN,6576,486,735907540,1648779524,0,0,35,486,4.971429,TP. Hồ Chí Minh,2897.0,96
tubeeshop,VN,45880,125,116194910,1545571973,237,80,21557,125,4.934769,TP. Hồ Chí Minh,9435.0,94
MIN.Oder.China,VN,602,121,314721944,1601117109,0,1,37,121,4.894737,Thừa Thiên Huế,4290.0,87
Thời trang hot trend 666,VN,5159,298,854916880,1662083164,1,2,89,298,4.802817,Hà Nội,5225.0,100
Xưởng váy chống nắng An Nhiên,VN,2918,58,142327105,1556239941,21,5,2120,58,4.942681,Đồng Nai,8153.0,100
Jiang_store,VN,3208,44,603805453,1637901054,4,4,338,44,4.877076,Hà Nội,1894.0,100
The.Laz1,VN,1833,133,842207309,1660556238,0,0,400,133,5.0,TP. Hồ Chí Minh,8416.0,74
Ola.kids,VN,1787,62,884382878,1665908252,0,0,10,62,5.0,Hà Nội,10925.0,83
Dickie.1922,VN,1309,87,111815334,1544228247,2,0,161,87,4.957055,Hà Nội,3735.0,97
FanQing,VN,1013,18,754571487,1650633341,0,0,6,18,4.833333,TP. Hồ Chí Minh,12607.0,37
Shop6166an,VN,5021,298,279749707,1593487129,168,49,5348,298,4.848501,Cần Thơ,14534.0,68
Giađìnhnhỏ.vuivẻ,VN,209,34,151640021,1559114008,5,1,364,34,4.888889,Hà Nội,8909.0,82
phulieumaymacchatluongcaogiare,VN,382,278,187099856,1570690378,8,8,531,278,4.882012,TP. Hồ Chí Minh,7445.0,81
Kimi.vn,VN,30896,358,38626233,1507889652,98,22,3025,358,4.844839,TP. Hồ Chí Minh,2023.0,96
NABIMINT SHOP,VN,9362,506,112211103,1544348943,47,30,829,506,4.684564,Hà Nội,12323.0,56
D Store92,VN,224,618,349334632,1606961308,9,10,243,618,4.695238,TP. Hồ Chí Minh,12187.0,56
Natatu,VN,485,12,67241547,1524968390,6,1,119,12,4.83871,TP. Hồ Chí Minh,6853.0,81
ciara.vn_,VN,22582,618,262217260,1589471276,105,42,1350,618,4.658406,Hà Nội,10670.0,85
swe.vn,VN,288378,123,68468986,1525685688,236,94,14449,123,4.904671,TP. Hồ Chí Minh,4321.0,99
blackmonkey.saigon,VN,8510,22,238837497,1585114143,42,22,567,22,4.652866,TP. Hồ Chí Minh,7853.0,85
Shop_Thu_Bio _98,VN,29884,86,350548753,1607143811,84,41,1070,86,4.612245,Thanh Hóa,12643.0,83
Sói Store 2 _ Trùm Sỉ Bigsize,VN,1875,31,74932090,1529151151,85,37,2635,31,4.820007,TP. Hồ Chí Minh,13301.0,69
OSAKA FASHION,VN,126,738,316855936,1601568636,4,4,49,738,4.472727,TP. Hồ Chí Minh,17174.0,38
Thời trang trẻ em_Anhduongkids,VN,4604,114,35452332,1505885057,35,8,1244,114,4.875304,Hà Nội,2249.0,94
Thùy Dương Kids-Xuất dư & Auth,VN,10777,653,13302677,1480856554,21,15,2123,653,4.933207,Điện Biên,13412.0,75
ShopDiXin,VN,586,537,489883172,1626310925,16,11,77,537,4.057692,TP. Hồ Chí Minh,6261.0,95
vật tư y tế hoàng long,VN,46,753,788490150,1654497214,0,0,28,753,5.0,Hà Nội,14819.0,73
M A G I D O,VN,26478,486,165975024,1564220210,196,138,2824,486,4.517067,Hà Nội,17443.0,60
bubupham,VN,1608,1278,4201666,1458731287,10,2,1305,1278,4.958958,Bắc Ninh,1483.0,90
bongkidsxx,VN,86362,6376,60813915,1521121797,354,141,62875,6376,4.967579,Nghệ An,10124.0,87
🎀Rᴀ̣̂ᴘ Đ&ᴛ🎀,VN,9503,1795,86724362,1535498201,20,26,575,1795,4.711304,Gia Lai,14191.0,52
Kun.Unisex,VN,13374,220,361441203,1608603369,5,3,271,220,4.850909,TP. Hồ Chí Minh,13043.0,78
Fashion Universe,VN,537,246,824170609,1658489230,6,10,47,246,4.112903,Quốc Tế,6632.0,73
Nhung Mộc Boutique,VN,14499,455,237904168,1584795634,87,48,1733,455,4.731326,Hải Phòng,8654.0,93
H & V Store,VN,41711,189,57031084,1518868171,900,425,15915,189,4.715105,TP. Hồ Chí Minh,12868.0,83
XINHH STORE,VN,4818,136,51797689,1515564116,2,1,437,136,4.96347,Hà Nội,1853.0,97
Ngọc Sam Chuyên Sỉ,VN,6638,467,20849528,1492878206,194,107,7018,467,4.841031,TP. Hồ Chí Minh,3118.0,48
Yota Store - Denim On Denim,VN,38293,379,61456523,1521519275,53,13,2714,379,4.901297,Hà Nội,8206.0,96
DT Fashion - MenWear -,VN,1249,488,766204616,1651931257,23,34,593,488,4.6543,Hà Nội,10134.0,86
Clo.Essential,VN,4350,69,767482890,1652084300,5,1,347,69,4.917379,TP. Hồ Chí Minh,8168.0,83
miss_out68,VN,112,8,869727753,1663924870,4,0,11,8,4.4,Hà Nội,14509.0,10
dancer.vn,VN,1874,430,428203612,1619055629,4,14,160,430,4.571429,Quốc Tế,11089.0,61
For your beauty.vn,VN,4773,266,493396382,1626763747,49,41,1949,266,4.827935,Quốc Tế,9095.0,98
nanniaoma.vn,VN,218,465,640562306,1640834999,5,6,84,465,4.542553,Quốc Tế,5663.0,77
cooPure Official,VN,6877,219,414698958,1617246930,20,9,791,219,4.851334,Hà Nội,11875.0,76
GIDI - QUẦN ÁO UNISEX,VN,80008,260,391238970,1613936955,220,70,16878,260,4.923952,TP. Hồ Chí Minh,7488.0,97
Nous muối baby,VN,6571,119,422652939,1618325826,8,3,1941,119,4.973465,Hà Nội,1946.0,92
THỜI TRANG VIỆT HƯỚNG BURBER,VN,77,214,525613655,1630431975,3,9,12,214,3.125,Đắk Lắk,8424.0,74
N-Shop Phụ Kiện Phượt,VN,445,75,7981082,1468831686,12,8,416,75,4.82093,TP. Hồ Chí Minh,6630.0,77
LyLy Nguyễn - Order China,VN,800,219,118018006,1546444083,3,1,435,219,4.951691,Lào Cai,2869.0,96
Delia Fáhion Store,VN,10172,7,650842691,1641730358,0,1,77,7,4.928571,Thừa Thiên Huế,6416.0,94
Lona Store.,VN,3110,94,176634731,1567786775,6,3,772,94,4.947083,Hà Nội,2926.0,97
Tiệm tạp hóa 3T,VN,34565,151,41805471,1509933740,99,26,6258,151,4.901812,Hà Nội,7997.0,71
Vardino Store,VN,3158,67,74776210,1529041959,6,9,842,67,4.909646,Hà Nội,3598.0,95
LULLABY BABY OFFICIAL,VN,84589,475,75714058,1529633867,855,511,59087,475,4.908522,Hà Nội,10515.0,57
CHAGN.ORDER CHINA,VN,7153,698,35519045,1505919890,11,5,999,698,4.925,Hà Nội,12381.0,81
Nhím Shop (Porcupine),VN,4037,378,18151915,1489450956,13,14,335,378,4.69209,Nam Định,6323.0,81
THEDOOMSDAY OFFICIAL STORE,VN,20217,52,325266538,1603179144,33,13,1495,52,4.880626,TP. Hồ Chí Minh,1918.0,97
zenkodlmen,VN,11230,392,16663207,1487210035,1952,2365,11893,392,3.995601,Hà Nội,12859.0,77
GODOCLOTHING,VN,60295,102,435834614,1620023328,98,28,4116,102,4.887828,Hà Nội,10398.0,76
Shop Thời Trang_VN,VN,284,48,600713192,1637648342,17,27,311,48,4.4613,TP. Hồ Chí Minh,22179.0,12
Babe I'm Real,VN,7378,386,21820679,1494048592,8,12,326,386,4.74344,Hà Nội,6396.0,85
spearl.fashion,VN,6630,147,157668577,1561363644,6,3,184,147,4.846995,Hà Nội,19035.0,22
Tổng sỉ đồ gia dụng Thu Huyền,VN,2009,55,537954864,1631616075,9,4,414,55,4.87234,Hà Nội,19189.0,68
Chinny Shop,VN,250,84,41429156,1509695575,5,2,620,84,4.951374,TP. Hồ Chí Minh,516.0,99
Dino.store88,VN,156,8,885490439,1666068221,0,0,7,8,5.0,Hà Nội,,57
sime.vn,VN,6574,177,65289563,1523855436,4,1,300,177,4.917763,TP. Hồ Chí Minh,15658.0,32
Fb: nguyễn thu hiền,VN,697,129,58893753,1519995565,10,4,269,129,4.817857,Hà Nội,3184.0,94
longtee_unisex,VN,21580,114,39345992,1508368991,165,20,4855,114,4.849869,Đà Nẵng,2275.0,95
Bestshop,VN,471,143,6562182,1465359110,31,13,793,143,4.799751,TP. Hồ Chí Minh,7313.0,95
Lana Shop HCM,VN,34040,218,20727571,1492744186,576,148,12882,218,4.788983,TP. Hồ Chí Minh,11214.0,86
Walenty Suit nữ thiết kế,VN,5451,98,216829090,1578233026,3,4,874,98,4.946759,TP. Hồ Chí Minh,6053.0,89
phamhuongshop196,VN,12374,293,46586677,1512534761,175,43,3843,293,4.792895,Hà Nội,1650.0,97
Lặt Vặt My Tửng,VN,456,615,119487024,1547082465,9,5,224,615,4.772152,Đắk Lắk,5322.0,91
HìHì Stores,VN,11977,233,227366965,1581588228,26,2,1703,233,4.950675,Hà Nội,2870.0,95
Khosikhanhlinh2910,VN,16854,358,129517710,1551182701,30,14,653,358,4.721386,Tây Ninh,6441.0,85
greenorder.vn,VN,697,60,794633502,1655195097,0,0,46,60,5.0,Hà Nội,11880.0,80
Thời Trang Mei China,VN,10595,18,528929192,1630766731,0,0,56,18,4.944444,Đà Nẵng,3754.0,91
Hana Kid88,VN,1632,52,537996777,1631619723,2,0,41,52,4.880952,Hà Nội,1456.0,41
Nắng Fashion,VN,13600,43,4968569,1461293221,42,18,1689,43,4.850332,Hà Nội,2421.0,88
Đồ thể thao nam nữ giá rẻ SP,VN,7898,197,152085882,1559231672,155,76,2636,197,4.699964,TP. Hồ Chí Minh,7433.0,95
ngoctrung20012009,VN,202,2922,217129644,1578324158,19,8,363,2922,4.704319,Hà Nội,,57
T-A-N,VN,435,163,89788513,1536581132,6,3,139,163,4.75,TP. Hồ Chí Minh,4821.0,99
vigorgirl.vn,VN,1342,169,166664952,1564476077,42,10,1496,169,4.887426,Quốc Tế,26804.0,23
DRAGON.UN,VN,1511,143,64987866,1523669992,37,20,485,143,4.606343,TP. Hồ Chí Minh,2897.0,94
GenZ Clothing,VN,15629,61,409134324,1616513371,198,44,8508,61,4.866474,Hà Nội,3865.0,99
Quỳnh trang shop _1990,VN,4167,162,11194656,1476757678,58,17,2479,162,4.880797,Quảng Ninh,2301.0,89
Sweetie_Chip,VN,768,148,58261551,1519642867,0,0,46,148,5.0,Bình Thuận,7340.0,91
Chipushopi,VN,576,12,730979785,1648307820,2,4,49,12,4.509091,Hà Nội,17446.0,4
Kemboutifull.vn,VN,41363,82,415401630,1617347562,25,11,876,82,4.845088,Ninh Bình,5313.0,94
Women's clothing~！@,VN,89,959,844426354,1660813438,2,0,15,959,4.666667,Quốc Tế,5853.0,78
DynYouth,VN,25274,71,119038861,1546874645,58,28,1209,71,4.75543,TP. Hồ Chí Minh,10727.0,96
reddog.vn,VN,1668,15,398744646,1615089055,23,8,655,15,4.810089,TP. Hồ Chí Minh,14253.0,53
Sometime store,VN,1992,37,393195691,1614270043,11,5,559,37,4.86036,Hà Nội,13821.0,52
TMT House Shop,VN,109,2940,696146798,1645548069,2,1,16,2940,4.578947,TP. Hồ Chí Minh,2331.0,94
Aosy Store,VN,7102,97,806286261,1656517625,1,0,171,97,4.978873,Hà Nội,8764.0,94
NhuLii Official,VN,424,25,795405004,1655282004,0,0,31,25,5.0,Bà Rịa - Vũng Tàu,2563.0,100
StyleMarven - Quần áo Unisex,VN,12517,330,445450015,1621245911,2133,2093,19882,330,4.33182,Hà Nội,12344.0,77
Baby Club,VN,140290,2015,309936854,1600139645,424,184,71012,2015,4.963479,Quốc Tế,11984.0,74
we.studio,VN,103,8,882798459,1665672679,0,0,10,8,4.9,Hà Nội,,57
viettrang5,VN,153,153,159982252,1562168435,6,3,503,153,4.930185,TP. Hồ Chí Minh,8917.0,87
JUN STORE ONE,VN,2213,49,113336717,1544594814,26,10,331,49,4.69697,Hà Nội,9211.0,87
