name,country,follower_count,products,shopid,ctime,rating_normal,rating_bad,rating_good,item_count,rating_star,shop_location,response_time,response_rate
Thiên ya Mother và Baby Boutiq,VN,2102,281,639106960,1640699404,4,3,337,281,4.887574,Quốc Tế,4708.0,85
HaDoChi Mart,VN,235,24,398902217,1615111242,5,0,145,24,4.888889,Hà Nội,8119.0,45
Réo_Réo,VN,2125,70,297410597,1597569095,23,14,973,70,4.846701,TP. Hồ Chí Minh,11060.0,43
Ngọc Loan Shop,VN,629,124,201314688,1574176011,17,3,643,124,4.882629,TP. Hồ Chí Minh,3333.0,94
Bleubird,VN,63123,104,238031146,1584846738,161,19,8981,104,4.911703,Hà Nội,11260.0,89
AMILA_officialstore,VN,9693,530,619025298,1639107511,60,34,3209,528,4.820563,Quốc Tế,10380.0,87
OBOKFASHION,VN,965,157,458740809,1622807266,16,8,1112,157,4.881956,TP. Hồ Chí Minh,1211.0,100
Sgenz Studio,VN,12814,56,507069699,1628416934,224,99,4907,56,4.770789,Hà Nội,9868.0,67
【ANNE】Thời Trang Nữ,VN,808,342,242493546,1586225391,41,19,435,342,4.565126,Quốc Tế,7237.0,80
Shop của Hiếu,VN,4346,120,595957949,1637225176,28,11,675,120,4.818312,Bắc Ninh,4974.0,89
myah.shop7,VN,782,290,168589728,1565150269,1,0,336,290,4.978979,Hà Nội,8459.0,90
BoMbShop,VN,2097,153,37994796,1507535688,7,3,530,153,4.900749,TP. Hồ Chí Minh,14980.0,65
1st clothes,VN,2258,287,489887634,1626311398,109,52,1812,287,4.6449,Hà Nội,21348.0,41
JUNILA,VN,15347,53,468352627,1623840303,63,8,6886,53,4.958185,Hà Nội,9559.0,73
nana21,VN,194258,776,29510391,1501711516,542,155,20762,776,4.870969,Hà Nội,8044.0,95
1M60 STORE,VN,1368,113,613948412,1638701053,99,37,1815,113,4.733122,Hà Nội,6974.0,90
Kandy Shop - Thời Trang Nữ,VN,389,35,299201959,1597948338,5,3,102,35,4.731481,Hà Nội,6444.0,92
CADO FASHION,VN,4520,198,754336836,1650611424,9,10,438,198,4.826374,TP. Hồ Chí Minh,11059.0,75
cinder.club,VN,76213,16,106844825,1542815907,207,55,9819,16,4.887226,TP. Hồ Chí Minh,11563.0,80
januanuei.vn,VN,180,64,815510733,1657510147,9,12,58,64,4.126582,Quốc Tế,19221.0,55
Buonchina.NgocDiepTran,VN,946,72,502966441,1627980649,11,1,271,72,4.866906,Lạng Sơn,6019.0,93
QUINT :)),VN,3135,64,616142394,1638877224,6,3,84,64,4.549296,Hà Nội,11074.0,7
Doris.clothing,VN,11847,56,263671082,1589779582,27,6,608,56,4.806874,Hà Nội,5004.0,82
Domicoo Pet Shop,VN,630,330,593600431,1637027007,1,0,104,330,4.942857,Quốc Tế,7101.0,97
Lan.ord68,VN,1502,71,129061585,1551022640,19,0,826,71,4.897467,Hà Nội,14500.0,88
fighting1874.vn,VN,225,75,616030087,1638869536,2,1,68,75,4.828571,Quốc Tế,9933.0,70
Cherine,VN,11229,54,33445431,1504622873,14,2,447,54,4.87041,Hà Nội,8930.0,85
Thời trang nữ BONG'S SHOP,VN,6399,201,440444452,1620567622,180,74,3127,201,4.710046,Thái Nguyên,8208.0,66
Trần Nghi House,VN,801,545,628996984,1639797907,2,0,66,545,4.940299,An Giang,3398.0,70
Phụ Liệu May Tùng Sơn,VN,41,137,560268001,1633880151,1,2,127,137,4.912,Nam Định,10831.0,85
lt_unisex,VN,6632,64,130489593,1551541587,9,8,588,64,4.879661,TP. Hồ Chí Minh,15636.0,74
NN STORE CHUYÊN SỈ,VN,40225,1721,307556974,1599655966,199,74,13761,1721,4.919697,Cần Thơ,8772.0,99
Today U Wear,VN,39907,63,27395297,1499656767,36,7,1610,63,4.906948,Hà Nội,574.0,95
jinshao.vn,VN,103,839,728809390,1648103440,4,2,72,839,4.75641,Quốc Tế,10032.0,69
Meii Store,VN,16697,128,401437034,1615474110,92,36,5184,128,4.881193,Hà Nội,11472.0,49
BabymoonShop,VN,1900,758,10397934,1474989881,17,4,1251,758,4.927769,Bắc Giang,3156.0,97
aokhoacjk,VN,24331,60,145071196,1557149692,186,43,21241,60,4.943445,TP. Hồ Chí Minh,17940.0,81
M.B.C Apparel,VN,55210,37,463015041,1623229128,104,18,7716,37,4.928351,TP. Hồ Chí Minh,6204.0,95
LANA FASHION,VN,7172,1770,117774125,1546339914,641,654,6644,1770,4.40451,TP. Hồ Chí Minh,7771.0,83
Xưởng May Khánh Linh91,VN,35940,349,357678704,1608012618,631,394,17197,349,4.79404,Hà Nội,7304.0,82
chinstoreunisex,VN,1190,101,585563025,1636430781,32,23,1167,101,4.821828,Nam Định,8358.0,72
Lovadova,VN,44963,733,19334614,1490933410,48,7,1708,733,4.873556,TP. Hồ Chí Minh,7446.0,34
Ao BTS BLACKPINK hot,VN,1188,229,214080055,1577348612,19,3,462,229,4.807388,Hà Nội,4988.0,79
Miều Fashionista,VN,49454,347,1511631,1446622080,172,34,6429,347,4.877679,TP. Hồ Chí Minh,6950.0,98
Tổng Kho MEXI,VN,32968,42,424559387,1618573651,43,24,2005,42,4.859191,Hà Nội,9560.0,68
thongoc8688,VN,4815,62,79985433,1531939709,16,6,1613,62,4.948254,Hà Nội,6764.0,88
yangjun1688.vn,VN,2121,112,771116747,1652487544,9,1,154,112,4.792683,Quốc Tế,7895.0,89
BESTBOYS - THỜI TRANG QUỐC DÂN,VN,7486,73,403442653,1615782451,49,41,3204,73,4.859172,Hà Nội,5484.0,99
Fiona.store,VN,732,1094,562042831,1634047487,8,3,82,1094,4.634409,Quảng Ninh,4512.0,90
Tiệm của Zhen,VN,424,185,698942721,1645796057,10,1,148,185,4.791139,Hà Nội,11254.0,89
juong.gg,VN,5873,52,216644357,1578187355,1,0,137,52,4.941606,Bắc Ninh,6851.0,90
BỐNG STORE <3,VN,183928,587,417241850,1617587926,5157,2045,90057,587,4.72108,Thanh Hóa,16547.0,84
Auto.XINH,VN,121,32,861851812,1662879516,1,0,59,32,4.892857,Hà Nội,3807.0,76
Tổng Kho Bùi Huyền,VN,79370,281,40478304,1509080306,184,82,8311,281,4.880231,Hà Nội,13673.0,78
RAPITAL3645,VN,264,1000,473499583,1624454904,5,8,118,1000,4.594595,Hà Nội,,57
pupuchan,VN,2028,22,13493898,1481181560,6,2,641,22,4.951563,Ninh Bình,2065.0,47
TEE AYY Store,VN,8203,27,590781324,1636776327,76,37,2053,27,4.779859,Hà Nội,18749.0,23
Win Store shop 37,VN,1096,28,352702865,1607473103,6,0,38,28,4.704545,Nghệ An,11313.0,36
Sam - Áo khoác thể thao,VN,109,9,803275456,1656206205,2,0,338,9,4.951613,Hà Nội,10222.0,90
No1 Blue,VN,10202,24,823526574,1658411343,1,4,118,24,4.625,TP. Hồ Chí Minh,5493.0,97
LuxryBaby,VN,4467,83,418010203,1617693223,18,6,1127,83,4.913901,TP. Hồ Chí Minh,4684.0,100
Quỳnh Anh Shinn,VN,11006,38,130149472,1551426549,108,23,3110,38,4.805758,Hà Nội,6195.0,93
Obee's Closet - Shop Mẹ và Bé,VN,7915,53,47818419,1513128285,13,13,2037,53,4.95048,TP. Hồ Chí Minh,7770.0,97
Mitout.studio8,VN,248,9,861918201,1662887277,0,3,29,9,4.5625,Hà Nội,7867.0,56
Váy Tiểu Thư,VN,486,111,156705851,1561011663,42,18,416,111,4.563291,Thái Nguyên,5511.0,85
duongthainguyen82,VN,6106,346,266441344,1590409713,14,7,603,346,4.872786,Thái Nguyên,4839.0,75
Fashion shoe store 857,VN,651,675,638589658,1640661879,30,17,403,675,4.638202,Quốc Tế,21706.0,88
ATMAN,VN,6736,54,797949148,1655559595,192,45,7030,54,4.855721,Hà Nội,2055.0,100
HADI DESIGN,VN,3694,88,450404849,1621856866,5,3,565,88,4.911348,Bình Dương,10353.0,85
MISS.NACI,VN,6162,34,153253560,1559698147,10,9,590,34,4.863105,Hà Nội,9193.0,60
PTZ.sg,VN,12574,50,782549849,1653836070,94,30,2490,50,4.791838,TP. Hồ Chí Minh,2933.0,98
satan's wardrobe,VN,486,14,352872123,1607493215,0,0,25,14,5.0,TP. Hồ Chí Minh,4401.0,70
Tiệm Nhà Oni,VN,1823,20,81504801,1532737058,1,0,145,20,4.985294,Hà Nội,507.0,98
shop thời trang nữ Sumi House,VN,25262,653,39720376,1508597768,174,74,6679,653,4.859809,TP. Hồ Chí Minh,1727.0,95
Shop Bé Xíu,VN,296,244,65618414,1524034535,4,0,594,244,4.97007,TP. Hồ Chí Minh,6064.0,80
H&P_STORE,VN,16459,24,747721064,1649962734,8,1,210,24,4.893023,Hà Nội,3826.0,75
hgwtnykj1.vn,VN,95026,4148,406351322,1616118072,424,251,9489,4148,4.761006,Quốc Tế,12875.0,68
hsmyfz4.vn,VN,2383,288,751643808,1650366605,47,24,728,288,4.675573,Quốc Tế,4993.0,87
haianhhstore.hn,VN,27912,174,51066607,1515112428,332,140,6256,174,4.731225,Hà Nội,9324.0,81
N&F Thờitrang Làmđẹp shop,VN,1834,75,86643279,1535451918,30,17,906,75,4.78953,Quốc Tế,8882.0,47
jin.shop94,VN,183,274,100615938,1541089390,13,6,335,274,4.8,Hà Nội,11369.0,80
XOXO Unisex69,VN,5094,71,252680224,1587533219,300,161,4210,71,4.576602,Hà Nội,9558.0,89
UNI6 Clothes,VN,1918,6,859714568,1662652306,0,1,59,6,4.932203,Hà Nội,11836.0,85
chaiko.studio,VN,7992,108,21714915,1493917672,11,5,1346,108,4.93299,Hà Nội,7978.0,74
ZANISTO.VN,VN,329,79,324062232,1602939478,2,0,56,79,4.827586,Hà Nội,9241.0,61
Phạm Trung Store,VN,87,6,780312088,1653558693,4,1,9,6,4.0,Thái Bình,12678.0,67
aokhoaclentrungniennu,VN,175,56,492100584,1626593631,13,7,234,56,4.694444,Hà Nội,12091.0,79
BAOBAO_OFFICIAIL,VN,47,71,844441500,1660815243,0,0,14,71,5.0,Hà Nội,,57
Tễu369,VN,2422,315,453142782,1622179871,2,3,143,315,4.773196,Bắc Giang,5143.0,96
Changkids96,VN,6308,113,31755839,1503495478,9,6,339,113,4.835227,Thanh Hóa,5407.0,81
RiTaShop Thời Trang Nam,VN,2754,27,838765431,1660131764,0,0,50,27,5.0,Hà Nội,5111.0,91
ThờiTrangUnisex_Oficial,VN,4711,40,294089366,1596860414,10,19,620,40,4.682353,Hải Dương,9272.0,81
Shop Mimi 56,VN,621,17,581348650,1636017351,18,10,85,17,4.160714,Hà Nội,11796.0,14
Áo khoát đẹp,VN,611,140,156627966,1560983196,26,8,602,140,4.815832,TP. Hồ Chí Minh,16169.0,84
bigsize.92,VN,14261,85,432476113,1619608407,5,0,376,85,4.944444,Hà Nội,5133.0,93
Cửa hàng quần áo Asuka.vn,VN,107,374,728063530,1648032962,1,1,53,374,4.884615,Quốc Tế,19528.0,80
HONEY  Official store,VN,4128,297,339719366,1605499787,9,0,286,297,4.848276,Hà Nội,2284.0,75
Quần áo trẻ em Xu Xu Kids,VN,107170,192,575861,1441248868,76,33,12362,192,4.941087,Bắc Ninh,7854.0,92
KD KIDS,VN,211,24,743083728,1649499030,5,0,169,24,4.870588,Hà Nội,3591.0,92
Xưởng May DCS,VN,63553,131,277394200,1592903846,587,209,10685,131,4.738772,Hà Nội,10574.0,71
Mon Kids 6789,VN,1035,42,244219833,1586680214,0,0,32,42,5.0,Hà Nội,1839.0,65
XƯỞNG THỜI TRANG ANNAKIDS,VN,1276,316,442837949,1620891717,30,8,493,316,4.764023,Hà Nội,13153.0,61
Codaiduongshop,VN,183045,2137,95966193,1539339673,1074,317,49001,2137,4.885546,Hà Nam,11006.0,94
Trần Thị Thơm Chuyên Sỉ,VN,5067,526,177252314,1567930674,52,30,2048,526,4.840643,Thừa Thiên Huế,13294.0,79
Trendly_store2,VN,10087,18,137527325,1554185997,7,3,440,18,4.8375,Nam Định,9372.0,98
NY NA STORE,VN,1828,1584,103212740,1541857942,50,42,471,1584,4.426471,TP. Hồ Chí Minh,12983.0,81
Cam.Collection,VN,95,42,688774857,1644916535,2,0,270,42,4.963235,TP. Hồ Chí Minh,12052.0,74
CMM OFFICIAL,VN,1741,16,319299623,1602072852,1,1,32,16,4.764706,TP. Hồ Chí Minh,5010.0,87
TXR.THOXRI,VN,60878,55,150442729,1558710459,118,28,6033,55,4.903909,TP. Hồ Chí Minh,3639.0,97
Men_Clothing,VN,5482,208,608359178,1638279489,250,142,4319,208,4.679228,Hà Nội,10538.0,97
fashion_just4teen,VN,5665,119,234487532,1583744093,3,1,98,119,4.820513,Đồng Nai,16841.0,9
Decima Thời Trang VNXK,VN,4005,107,159194026,1561901690,205,182,2471,107,4.507042,Hà Nội,10669.0,73
Y A N S O O,VN,60221,493,32415652,1503966127,265,135,7758,493,4.799601,Hà Nội,5211.0,97
Nihao_Room,VN,1136,42,840679308,1660368957,1,0,81,42,4.965517,Hà Nội,1581.0,96
MyMy Baby,VN,2456,1015,297412990,1597569536,18,3,660,1015,4.878971,TP. Hồ Chí Minh,7480.0,89
LunaStore135,VN,1446,151,693405723,1645321796,7,5,317,151,4.825658,Hà Nội,19087.0,35
Men_Store17,VN,1328,203,675010418,1643787141,108,88,1243,203,4.47397,Hà Nội,10043.0,96
Ivy_moda8,VN,169,8,881826189,1665548977,2,0,16,8,4.555556,Hà Nội,12179.0,5
Tolaso Tolaso,VN,13235,255,132522968,1552231100,207,83,10982,255,4.901082,Hà Nội,7438.0,96
THENOOB.VN,VN,46067,1322,41235750,1509584469,80,35,3790,1322,4.873065,Hà Nội,5591.0,97
Thời Trang Hottrend 668,VN,235,434,718192566,1647343333,20,13,210,434,4.489451,Hà Nội,8121.0,84
Kho Sỉ & Lẻ Hướng Dương,VN,3172,139,77374369,1530591304,37,16,969,139,4.824631,TP. Hồ Chí Minh,9260.0,77
lilyboutique03,VN,17775,500,152750828,1559474655,13,6,1373,500,4.931358,Hà Nội,5347.0,98
Luckykids_01,VN,1903,56,68960411,1525971410,26,8,1034,56,4.884872,Hà Nội,10397.0,50
Aristino Flagship Store,VN,1617,391,121614502,1547977125,7,4,226,391,4.831897,Hà Nội,6118.0,88
vn_ruby,VN,11419,6,225553095,1581002312,3,0,666,6,4.974563,Hà Nội,1801.0,75
Men's shirts.！,VN,90,957,799904916,1655796218,5,15,49,957,3.939394,Quốc Tế,7201.0,68
eastwinding.vn,VN,3039,1570,521000401,1629947829,26,9,967,1570,4.863041,Quốc Tế,11617.0,64
kingmensport,VN,1791,210,181620148,1569151345,25,8,541,210,4.797178,Hà Nội,4600.0,85
HIYU 66 STORE,VN,324,1238,332331884,1604476502,32,44,422,1238,4.42437,TP. Hồ Chí Minh,13290.0,84
GHDY..,VN,102,914,820936338,1658128049,4,1,26,914,4.428571,Quốc Tế,2673.0,67
linh68_store,VN,114,73,491854038,1626562034,3,2,86,73,4.795455,Hà Nội,13909.0,65
quniu2022.vn,VN,14,75,803968355,1656287626,6,0,26,75,4.625,Quốc Tế,9305.0,71
SAIGONJEAN,VN,22563,134,70910977,1527088919,177,24,11157,134,4.922973,TP. Hồ Chí Minh,8596.0,95
Aoin3D - Anh in áo MrPrits,VN,1567,118,52367145,1515922555,68,34,2306,118,4.80704,Hà Nội,5682.0,87
Bi Kids - Thời trang trẻ em,VN,1339,19,839215206,1660188850,0,0,60,19,4.982456,Hà Nội,12200.0,90
Shopunisex914,VN,482,30,293828269,1596805353,43,24,2934,30,4.811424,Hà Nội,2425.0,97
Lebaby.vn,VN,5674,317,381761001,1612167839,96,53,2353,317,4.798116,Quốc Tế,6893.0,73
Focus Clothing,VN,8739,181,798651844,1655647031,71,24,1591,181,4.790614,Thái Nguyên,7752.0,96
Áo khoác Thanh Xuân Store,VN,9544,330,62621191,1522170546,287,131,6988,330,4.766832,TP. Hồ Chí Minh,1581.0,98
Thoi_trang_cao_cap_BLX,VN,1960,48,294316571,1596887594,0,0,442,48,4.997494,Nam Định,5493.0,96
Remy Order,VN,1736,189,15603624,1485237227,0,0,75,189,4.96,Hà Nội,11870.0,82
Thời Trang Cao Cấp XT,VN,3606,98,14353772,1482871182,10,10,1191,98,4.868668,Hà Nội,4139.0,91
4Lucky,VN,77610,60,272367021,1591676549,258,67,13783,60,4.903448,TP. Hồ Chí Minh,7258.0,97
Children's clothing@#~,VN,537,886,799758785,1655781275,0,4,67,886,4.720588,Quốc Tế,4989.0,88
Minishop628,VN,269,425,26397731,1498472837,16,12,291,425,4.661238,Hà Nam,7422.0,95
KUDOSHOP01,VN,28479,375,202980964,1574690328,967,415,13799,375,4.648292,Hà Nội,15141.0,60
HeraDG Official Store,VN,25421,628,219829257,1579159417,32,20,2056,628,4.886893,Hà Nội,5071.0,99
greenbit.vn,VN,5896,594,83063990,1533536763,60,16,1612,594,4.82661,Quốc Tế,14797.0,70
IQ Angel,VN,4918,283,619024808,1639107477,32,20,2194,283,4.842798,Quốc Tế,9135.0,86
naomi.hn,VN,5314,135,739670185,1649141872,19,3,1942,135,4.940819,Hà Nội,1652.0,100
FashionQT,VN,5427,90,44695900,1511434858,216,82,7632,90,4.847868,Hà Nội,1026.0,86
Fashionable house,VN,566,734,832267574,1659424613,2,2,36,734,4.763158,Quốc Tế,9698.0,95
XƯỞNG IN SỈ LẺ,VN,4254,4321,263073233,1589640107,951,861,6982,4321,4.268176,Hà Nội,14801.0,27
Nga Bi Shop,VN,1291,344,180231551,1568711953,3,1,517,344,4.954635,Hà Nội,1234.0,98
IMO KIDS SHOP,VN,5790,200,4485436,1459797223,14,4,1916,200,4.964286,Đồng Nai,3658.0,100
miganto,VN,11061,375,601843958,1637740502,10,2,788,375,4.933584,TP. Hồ Chí Minh,5011.0,94
Fias Clothing store,VN,3275,792,285431811,1594801371,34,25,772,792,4.749086,Quốc Tế,3187.0,93
Sora.bébé - Thời Trang Trẻ Em,VN,307,25,866680690,1663514699,0,0,472,25,5.0,Hà Nội,1890.0,92
Áo Thun ToLi Official,VN,60868,268,406714614,1616163369,46,12,5564,268,4.953252,TP. Hồ Chí Minh,2840.0,100
COOL STORE - FASHION,VN,5864,107,753695314,1650545312,72,23,1811,107,4.78328,Đắk Nông,6413.0,95
Thùy Vân - Chân váy cao cấp,VN,3095,95,132245841,1552135385,26,5,1579,95,4.918043,Bắc Ninh,1663.0,94
DISONJS-Thời trang của phụ nữ,VN,30724,556,476682976,1624864591,206,164,4015,556,4.690241,Quốc Tế,22111.0,45
GennZ fashion,VN,5,72,256173753,1588303162,0,0,3,72,5.0,Hà Nội,66.0,86
Đồ sơ sinh Sunny,VN,1919,705,20060561,1491830853,44,11,4510,705,4.941845,TP. Hồ Chí Minh,7100.0,100
chubbiestore,VN,83745,57,45657418,1512014935,200,54,11784,57,4.910253,Hà Nội,6187.0,90
Hana 68 hana,VN,51098,30,320067637,1602225968,7,1,1055,30,4.965206,Hà Nội,1837.0,91
Amun Pet Shop-Quần Áo Thú Cưng,VN,19321,97,492167840,1626602335,5,4,1251,97,4.965406,Hà Nội,2485.0,98
Clara.Design,VN,1043,42,38901649,1508072148,0,1,149,42,4.946154,Hà Nội,1596.0,90
giayhanoi_29,VN,1242,119,220327433,1579319456,163,137,2108,119,4.516202,Hải Dương,11416.0,79
30may.studio,VN,10273,209,87639161,1535879917,46,16,1320,209,4.821739,Hải Phòng,16384.0,48
menglakeji.vn,VN,132,626,832848431,1659493244,1,0,10,626,4.545455,Quốc Tế,8816.0,95
22.Nastore,VN,35140,107,68143471,1525499282,81,36,2403,107,4.802251,TP. Hồ Chí Minh,5397.0,86
Hoaanh@shop,VN,1021,19,398680662,1615079704,23,20,135,19,4.107955,Thanh Hóa,4718.0,87
aokhoactika,VN,45,5,842294060,1660564636,0,0,39,5,5.0,TP. Hồ Chí Minh,1455.0,90
Bảo Bảo  Clothes,VN,170924,368,446209337,1621343437,260,106,2902,368,4.605647,Thái Bình,6337.0,92
Children's clothing（.,VN,126,994,844351280,1660804694,0,0,13,994,4.923077,Quốc Tế,6683.0,89
HOÀI AN 888,VN,16,349,687559887,1644816242,0,0,9,349,4.888889,Hà Nội,10146.0,93
Diamond304,VN,5475,417,70244831,1526744330,34,14,1312,417,4.848214,Hà Nội,2848.0,91
Ngọc Anhh's,VN,8811,34,36511997,1506596067,9,4,655,34,4.917431,Bắc Ninh,7622.0,89
Colory Shop,VN,1021,240,94442942,1538702507,17,7,778,240,4.883268,TP. Hồ Chí Minh,12411.0,80
CHUYÊN SỈ - MEOW STORE,VN,4101,236,31382371,1503204761,89,41,3227,236,4.833636,Đắk Nông,8905.0,71
yangzimo.vn,VN,5926,370,369241086,1609991736,70,37,1229,370,4.715267,Quốc Tế,15431.0,36
Shop tít,VN,2237,262,46790530,1512640017,2,1,733,262,4.972337,Hà Nội,6407.0,72
King168 Store,VN,28623,399,60232394,1520780203,480,239,16148,399,4.837883,TP. Hồ Chí Minh,8491.0,94
Haders.Shop,VN,600,6,882599682,1665651107,0,0,4,6,5.0,Hà Nội,18566.0,3
Lichiho offical store,VN,2116,127,491104466,1626453733,33,9,2692,127,4.864922,TP. Hồ Chí Minh,13935.0,30
YOGYSTORE,VN,6143,188,254634599,1587975865,4,1,1061,188,4.977821,TP. Hồ Chí Minh,1430.0,89
PIOUS FASHION,VN,12236,297,37123756,1507009254,794,471,11878,297,4.640016,TP. Hồ Chí Minh,10020.0,53
GRAY MAX,VN,200,25,724409029,1647834439,3,1,160,25,4.907285,Hà Nội,1919.0,97
KT OFFICIAL STORE,VN,999,223,712659537,1646908152,23,22,184,223,4.320175,Quốc Tế,7222.0,90
minkymomshop,VN,6064,29,59581365,1520401303,19,6,1476,29,4.943475,TP. Hồ Chí Minh,3115.0,97
purplepassion,VN,3560,979,90156846,1536739627,31,29,1540,972,4.850756,Quốc Tế,13017.0,68
ZCITY,VN,31,147,830074752,1659164550,1,0,180,147,4.951807,Hà Nội,18201.0,44
Bernice Brand,VN,18935,39,274339365,1592139615,14,8,1986,39,4.942529,TP. Hồ Chí Minh,14629.0,42
bao_thoa_1993,VN,550,25,28057172,1500351256,0,0,28,25,4.9375,Tiền Giang,16583.0,57
Con Xinh - Thời trang cho Bé,VN,16540,194,63834514,1522919208,73,8,9816,194,4.957727,TP. Hồ Chí Minh,6744.0,89
Maden Official Store,VN,13004,818,402798286,1615694336,23,12,1232,818,4.883797,Quốc Tế,3367.0,96
Jogger Store ,VN,4578,51,150271358,1558687419,9,2,481,51,4.900621,TP. Hồ Chí Minh,4268.0,67
khanhngojc1234,VN,3600,26,170288047,1565752507,19,6,454,26,4.817787,Hà Nội,4741.0,88
4gn98cf4.vn,VN,606,346,733554722,1648546153,8,1,79,346,4.704545,Quốc Tế,11114.0,98
Alien_baby27,VN,2571,80,115898737,1545446903,13,2,998,80,4.928713,TP. Hồ Chí Minh,9488.0,61
LOZA,VN,56068,152,31297326,1503127694,134,40,9942,152,4.919305,Hà Nội,9250.0,81
lanshopvnxk1,VN,86797,1349,201075923,1574134474,377,178,12866,1349,4.838276,Hà Nội,8666.0,71
foulplaystudio,VN,10260,12,46538897,1512492469,49,14,1363,12,4.826977,TP. Hồ Chí Minh,6338.0,82
AMMOfficial,VN,2355,114,392456902,1614153405,4,2,151,114,4.871795,Hà Nội,7548.0,45
Lee21store,VN,21521,80,450572452,1621873065,6,9,635,80,4.730942,Hà Nội,1263.0,80
Roy Design,VN,768,17,149589920,1558524429,3,2,194,17,4.888325,Bắc Giang,1003.0,100
Baby Kisd.HN,VN,2307,148,44841291,1511524455,4,2,100,148,4.8,Hà Nội,4032.0,92
Thời Trang Quảng Châu by Chang,VN,1873,173,16820273,1487485884,2,3,178,173,4.885246,TP. Hồ Chí Minh,3265.0,90
OLABEN,VN,4620,192,154627497,1560231152,0,2,226,192,4.933333,TP. Hồ Chí Minh,12064.0,68
Tổng Kho Yến Trần HN,VN,41485,390,26039302,1497955929,612,256,12995,390,4.769289,Hà Nội,11753.0,41
ISME - inspireme,VN,20633,25,349728065,1607008267,4,0,316,25,4.936306,TP. Hồ Chí Minh,2795.0,98
cbjsgyd3.vn,VN,19,31,815511006,1657510174,2,1,12,31,4.214286,Quốc Tế,24738.0,56
Bảo An shop (quần áo giá sỉ),VN,333148,1038,126910133,1550342848,3700,1579,145410,1038,4.863712,TP. Hồ Chí Minh,7925.0,97
CocoStore,VN,39161,415,23423205,1495790443,123,45,6633,415,4.888716,TP. Hồ Chí Minh,2961.0,99
Stormi.st,VN,930,86,785411531,1654154922,12,8,331,86,4.763006,Hà Nội,9479.0,95
dành cho em bé,VN,293,121,780821021,1653623982,18,5,1171,121,4.91962,Quốc Tế,1557.0,94
Chivalry_warehouse,VN,3742,10,617566820,1638981510,4,3,204,10,4.886256,TP. Hồ Chí Minh,11340.0,87
TIỂU MIU BOUTIQUE,VN,2296,180,106887055,1542850795,4,1,180,180,4.875676,Sơn La,6020.0,89
